emotion,kind,layer,alpha,sigma,dose,s_base_final,s_final,ds_final,I_final,s_base_anchor,s_anchor,ds_anchor,I_anchor,n_samples
anger,attention,0,0.1,0.024746809686933244,0.0024746809686933247,-1.8873037955563936,-1.8872782776919368,2.5517864456814365e-05,0.010311577443571746,,,,,478
anger,attention,1,0.1,0.03355450857253302,0.003355450857253302,-1.8873037955563936,-1.8872867023034574,1.709325293619557e-05,0.0050941747214822055,,,,,478
anger,attention,2,0.1,0.04446781249273391,0.004446781249273391,-1.8873037955563936,-1.8872185088849966,8.528667139695578e-05,0.019179416889664118,,,,,478
anger,attention,3,0.1,0.05272324879964193,0.005272324879964194,-1.8873037955563936,-1.8872465088215333,5.728673486027347e-05,0.010865554791202952,,,,,478
anger,attention,4,0.1,0.07425630660284133,0.007425630660284133,-1.8873037955563936,-1.8869875276687256,0.0003162678876680314,0.04259138410419268,,,,,478
anger,attention,5,0.1,0.09585160300845191,0.009585160300845191,-1.8873037955563936,-1.8871789485777273,0.00012484697866632644,0.013025027724921595,,,,,478
anger,attention,6,0.1,0.10027883166358584,0.010027883166358584,-1.8873037955563936,-1.8872962904836843,7.5050727093017855e-06,0.0007484204377729199,,,,,478
anger,attention,7,0.1,0.12613108044578916,0.012613108044578917,-1.8873037955563936,-1.887008879879279,0.0002949156771145933,0.023381681665792704,,,,,478
anger,attention,8,0.1,0.13033072153727213,0.013033072153727213,-1.8873037955563936,-1.886825697379631,0.00047809817676269795,0.036683459672704324,,,,,478
anger,attention,9,0.1,0.13836706252325148,0.01383670625232515,-1.8873037955563936,-1.8859839335582744,0.0013198619981191761,0.09538845257319702,,,,,478
anger,attention,10,0.1,0.1499653316679455,0.014996533166794552,-1.8873037955563936,-1.8857873516102714,0.001516443946122159,0.1011196340684847,,,,,478
anger,attention,11,0.1,0.15608846573602586,0.015608846573602586,-1.8873037955563936,-1.885192251947385,0.0021115436090086703,0.13527864464884143,,,,,478
anger,attention,12,0.1,0.1668252490815662,0.01668252490815662,-1.8873037955563936,-1.8815124705745585,0.0057913249818351,0.34714918837037284,,,,,478
anger,attention,13,0.1,0.19299743289039248,0.01929974328903925,-1.8873037955563936,-1.8734751421038576,0.013828653452536033,0.7165200720773126,,,,,478
anger,attention,14,0.1,0.21573316483270555,0.021573316483270558,-1.8873037955563936,-1.8688060911567141,0.01849770439967946,0.8574344335987404,,,,,478
